"pair","trial","round","trial_nr","trial_id","task","target","director","participant","speech","onset","onset_msec","offset","offset_msec"
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","*tongueclick*","00:00:05.626",5626,"00:00:06.796",6796
"109110","1.1_ref",1,"1",1,"ref",9,"B","B","ok","00:00:07.168",7168,"00:00:07.684",7684
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","we mogen praten (t]) nou toch?","00:00:08.061",8061,"00:00:09.200",9200
"109110","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:00:08.963",8963,"00:00:09.184",9184
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","ok","00:00:09.636",9636,"00:00:10.303",10303
"109110","1.1_ref",1,"1",1,"ref",9,"B","B","um *smack* uh ik zou deze omschrijven als een soort uh *inhale* beker met een wafel er in *laugh*","00:00:10.459",10459,"00:00:17.377",17377
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","wafel","00:00:17.760",17760,"00:00:18.310",18310
"109110","1.1_ref",1,"1",1,"ref",9,"B","B","mm ja soort schijf die die zegmaar in zit","00:00:18.464",18464,"00:00:22.387",22387
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","o","00:00:20.069",20069,"00:00:20.371",20371
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","zo'n schijf","00:00:20.644",20644,"00:00:21.240",21240
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","die ijsthee","00:00:21.717",21717,"00:00:22.322",22322
"109110","1.1_ref",1,"1",1,"ref",9,"B","B","ah ja *laugh* met een soort ja","00:00:22.904",22904,"00:00:26.416",26416
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","*laugh*","00:00:23.608",23608,"00:00:24.302",24302
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","aight denk wel","00:00:24.868",24868,"00:00:25.757",25757
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","met een ding er in en zo'n lepel uh zo'n lepelachtig bovenkant er in ja","00:00:26.413",26413,"00:00:29.459",29459
"109110","1.1_ref",1,"1",1,"ref",9,"B","B","u] u] ","00:00:26.664",26664,"00:00:27.898",27898
"109110","1.1_ref",1,"1",1,"ref",9,"B","B","ja ja met zo'n lepel er bovenin en nog er onder een soort iets ja een beetje platte ja","00:00:27.966",27966,"00:00:33.290",33290
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","ja ik denk uh t]","00:00:29.528",29528,"00:00:30.549",30549
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","zo'n uh","00:00:31.758",31758,"00:00:32.345",32345
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","ja a ja kijk ok","00:00:32.631",32631,"00:00:33.914",33914
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","ja ik weet wat het is","00:00:33.991",33991,"00:00:34.954",34954
"109110","1.1_ref",1,"1",1,"ref",9,"B","B","ok uh","00:00:33.991",33991,"00:00:36.357",36357
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","ok nou uh dan moet ik op die ge] uh gele knop drukken","00:00:35.316",35316,"00:00:37.524",37524
"109110","1.1_ref",1,"1",1,"ref",9,"B","B","nee dan moet je dus eerst zeggen welke we] welk nummer erbij staat","00:00:37.076",37076,"00:00:39.880",39880
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","o ja nummer #dertien#","00:00:38.461",38461,"00:00:40.782",40782
"109110","1.1_ref",1,"1",1,"ref",9,"B","B","en dan kun je op de knop drukken","00:00:41.139",41139,"00:00:42.550",42550
"109110","1.1_ref",1,"1",1,"ref",9,"B","A","dan de gele knop","00:00:41.692",41692,"00:00:42.603",42603
"109110","1.1_loc",1,"1",2,"loc",9,"B","A","taak twee","00:00:44.035",44035,"00:00:44.740",44740
"109110","1.1_loc",1,"1",2,"loc",9,"B","B","ok nu moeten we dus kijken waar hij op het uh scherm zit bij mij zit hij echt in het midden en dan net er iets onder","00:00:44.646",44646,"00:00:51.105",51105
"109110","1.1_loc",1,"1",2,"loc",9,"B","A","ja klopt bij mij ook in ieder geval","00:00:50.912",50912,"00:00:52.874",52874
"109110","1.1_loc",1,"1",2,"loc",9,"B","B","ok *exhale*","00:00:53.176",53176,"00:00:54.151",54151
"109110","1.1_loc",1,"1",2,"loc",9,"B","A","ja *smack* als je kijkt naar benQ weet je wel die um ja dan is het die inderdaad recht in het midden ja","00:00:53.821",53821,"00:00:58.853",58853
"109110","1.1_loc",1,"1",2,"loc",9,"B","B","ja","00:00:59.119",59119,"00:00:59.950",59950
"109110","1.1_loc",1,"1",2,"loc",9,"B","A","ja ja prima dan uh geel was um","00:00:59.375",59375,"00:01:02.287",62287
"109110","1.1_loc",1,"1",2,"loc",9,"B","B","ok *exhale*","00:01:00.941",60941,"00:01:01.897",61897
"109110","1.1_loc",1,"1",2,"loc",9,"B","B","geel was zelfde ja","00:01:02.707",62707,"00:01:03.768",63768
"109110","1.1_loc",1,"1",2,"loc",9,"B","A","hetzelfde ok","00:01:03.494",63494,"00:01:04.001",64001
"109110","1.2_ref",1,"2",3,"ref",6,"A","A","*smack* inhale","00:01:06.206",66206,"00:01:06.706",66706
"109110","1.2_ref",1,"2",3,"ref",6,"A","A","ok nou *inhale* um ja alles is een mok maar er zit ook een bol op en er zit uh door die bol zit iets wat op een spijker lijkt","00:01:07.404",67404,"00:01:14.455",74455
"109110","1.2_ref",1,"2",3,"ref",6,"A","B","aah ja ja neuspiercing uh *laugh*","00:01:14.881",74881,"00:01:19.150",79150
"109110","1.2_ref",1,"2",3,"ref",6,"A","A","er er boven het lijkt","00:01:16.017",76017,"00:01:17.114",77114
"109110","1.2_ref",1,"2",3,"ref",6,"A","A","ja dat dacht ik ook daar dacht ik ook aan ja het lijkt of iemand een neuspiercing en zo'n staartje er achterop","00:01:17.437",77437,"00:01:21.583",81583
"109110","1.2_ref",1,"2",3,"ref",6,"A","B","*laugh* ja inderdaad zo'n uh dingetje","00:01:20.419",80419,"00:01:22.872",82872
"109110","1.2_ref",1,"2",3,"ref",6,"A","A","ja dat is nou dan zijn we al snel er uit","00:01:21.953",81953,"00:01:23.741",83741
"109110","1.2_ref",1,"2",3,"ref",6,"A","B","ok um #F#","00:01:23.380",83380,"00:01:25.265",85265
"109110","1.2_loc",1,"2",4,"loc",6,"A","A","*smack* en hij staat um *inhale* in zou zeggen horizontaal in het midden maar wel","00:01:27.485",87485,"00:01:33.044",93044
"109110","1.2_loc",1,"2",4,"loc",6,"A","B","ja","00:01:31.870",91870,"00:01:32.370",92370
"109110","1.2_loc",1,"2",4,"loc",6,"A","A","uh naar o wacht ik zou niks uitbrei] uitbeelden misschien maar *inhale* in ieder geval naar rechts je zou kunnen zeggen","00:01:33.044",93044,"00:01:39.073",99073
"109110","1.2_loc",1,"2",4,"loc",6,"A","B","mochten toch communiceren hoe we wilden? maar nou ja","00:01:38.156",98156,"00:01:40.419",100419
"109110","1.2_loc",1,"2",4,"loc",6,"A","A","a] als het als het uh s] als het scherm zou zijn opgedeeld in twee vakken zeg maar links en rechts dan zit hij in het rechter vak in het midden","00:01:40.208",100208,"00:01:46.247",106247
"109110","1.2_loc",1,"2",4,"loc",6,"A","B","ok bij mij zit hij echt inderdaad precies o] echt op d] op de middenlijn *inhale* maar echt helemaal aan de rechterkant","00:01:46.096",106096,"00:01:52.699",112699
"109110","1.2_loc",1,"2",4,"loc",6,"A","A","ja","00:01:50.533",110533,"00:01:50.838",110838
"109110","1.2_loc",1,"2",4,"loc",6,"A","A","nee hij zit niet tegen de rand aan of zo hij zit zeg maar *inhale* als het scherm honderd procent zou zijn zit hij op vijfenzeventig procent","00:01:52.895",112895,"00:01:57.820",117820
"109110","1.2_loc",1,"2",4,"loc",6,"A","B","n] er ja zit denk ik","00:01:54.477",114477,"00:01:55.724",115724
"109110","1.2_loc",1,"2",4,"loc",6,"A","A","naar rechts","00:01:58.145",118145,"00:01:58.748",118748
"109110","1.2_loc",1,"2",4,"loc",6,"A","B","ok maar er maar er zit daarna u] nog ne] hij zou zit er eigenlijk net genoeg genoeg ruimte tussen om *inhale* nog één zo'n mok uh eigenlijk te hebben","00:01:58.586",118586,"00:02:06.824",126824
"109110","1.2_loc",1,"2",4,"loc",6,"A","A","nee bij mij staat er nog zo'n mok naast zeg maar dus","00:02:05.900",125900,"00:02:08.130",128130
"109110","1.2_loc",1,"2",4,"loc",6,"A","B","o ok nee dan uh nee er staat bij mij niks rechts meer van uh","00:02:08.123",128123,"00:02:11.930",131930
"109110","1.2_loc",1,"2",4,"loc",6,"A","A","nee er um er z] was wel ruimte geweest daar voor en nog extra zelfs dus ja","00:02:11.740",131740,"00:02:15.201",135201
"109110","1.2_loc",1,"2",4,"loc",6,"A","B","dus uh niet op dezelfde plek?","00:02:15.760",135760,"00:02:17.365",137365
"109110","1.2_loc",1,"2",4,"loc",6,"A","A","nee","00:02:17.802",137802,"00:02:17.998",137998
"109110","1.2_loc",1,"2",4,"loc",6,"A","B","ok","00:02:18.361",138361,"00:02:18.700",138700
"109110","1.2_loc",1,"2",4,"loc",6,"A","B","uh","00:02:20.223",140223,"00:02:20.775",140775
"109110","1.3_ref",1,"3",5,"ref",15,"B","B","ok ik heb deze *laugh* uh ik zat heel erg te twijfelen tussen of als fabriek of als uh vierkante dwarslaesie *laugh*","00:02:22.864",142864,"00:02:31.250",151250
"109110","1.3_ref",1,"3",5,"ref",15,"B","A","ojee","00:02:30.721",150721,"00:02:31.290",151290
"109110","1.3_ref",1,"3",5,"ref",15,"B","B","*inhale* het is een soort schijf dwars een vierkante schijf dwars door het midden van de beker","00:02:31.250",151250,"00:02:36.328",156328
"109110","1.3_ref",1,"3",5,"ref",15,"B","A","o","00:02:36.985",156985,"00:02:37.244",157244
"109110","1.3_ref",1,"3",5,"ref",15,"B","A","um met dat uh met die uh met die glijbaan","00:02:38.242",158242,"00:02:40.775",160775
"109110","1.3_ref",1,"3",5,"ref",15,"B","B","met met","00:02:40.036",160036,"00:02:40.653",160653
"109110","1.3_ref",1,"3",5,"ref",15,"B","B","ja met die glijbaan inder] ja *laugh*precies*laugh* ik zat er ook over te denken zal ik hem *laugh*omschrijven als glijbaan*laugh* en die soort twee twee kleine hele kleine antennetjes uh bovenop","00:02:40.734",160734,"00:02:49.188",169188
"109110","1.3_ref",1,"3",5,"ref",15,"B","A","*laugh*","00:02:42.174",162174,"00:02:42.989",162989
"109110","1.3_ref",1,"3",5,"ref",15,"B","A","uh lijkt of een uh *moan* ja","00:02:43.047",163047,"00:02:44.656",164656
"109110","1.3_ref",1,"3",5,"ref",15,"B","A","ja ja ja die ke] die ken ik wel ja ","00:02:48.300",168300,"00:02:51.010",171010
"109110","1.3_ref",1,"3",5,"ref",15,"B","B","ja?","00:02:50.728",170728,"00:02:51.221",171221
"109110","1.3_ref",1,"3",5,"ref",15,"B","A","dat is mijn favoriete","00:02:51.142",171142,"00:02:52.021",172021
"109110","1.3_ref",1,"3",5,"ref",15,"B","B","*laugh* ok","00:02:51.912",171912,"00:02:54.286",174286
