"pair","trial","round","trial_nr","trial_id","task","target","director","participant","speech","onset","onset_msec","offset","offset_msec"
"153154","1.1_ref",1,"1",1,"ref",9,"B","B","oké ik heb een rood vierkant","00:00:29.153",29153,"00:00:31.026",31026
"153154","1.1_ref",1,"1",1,"ref",9,"B","A","yes","00:00:31.058",31058,"00:00:31.626",31626
"153154","1.1_ref",1,"1",1,"ref",9,"B","B","um ik heb een uh poppetje waarvan het leek alsof die opgehangen was ik weet niet of je dan weet wat ik bedoel","00:00:31.548",31548,"00:00:36.416",36416
"153154","1.1_ref",1,"1",1,"ref",9,"B","A","opgehangen?","00:00:35.686",35686,"00:00:36.495",36495
"153154","1.1_ref",1,"1",1,"ref",9,"B","B","ja nee dat weet je niet *breath* (doel)","00:00:36.464",36464,"00:00:37.846",37846
"153154","1.1_ref",1,"1",1,"ref",9,"B","A","nee hoe? omschrijf de vorm maar","00:00:37.558",37558,"00:00:39.214",39214
"153154","1.1_ref",1,"1",1,"ref",9,"B","B","um het is het is een kopje met een soort staande ding met één uh dingetje hier een rond dingetje aan de voorkant net iets boven","00:00:38.298",38298,"00:00:45.687",45687
"153154","1.1_ref",1,"1",1,"ref",9,"B","A","hmhm","00:00:45.555",45555,"00:00:46.222",46222
"153154","1.1_ref",1,"1",1,"ref",9,"B","B","het ding van het kopje en aan de andere kant eigenlijk schuin aan de voorkant een soort ja lepeltje zou het dan wel zijn","00:00:45.803",45803,"00:00:52.109",52109
"153154","1.1_ref",1,"1",1,"ref",9,"B","A","mmm","00:00:53.168",53168,"00:00:55.665",55665
"153154","1.1_ref",1,"1",1,"ref",9,"B","A","kan je nog een keertje? oké jij zei dat die ergens aan de onderkant iets had zitten hè?","00:00:56.543",56543,"00:01:00.153",60153
"153154","1.1_ref",1,"1",1,"ref",9,"B","B","ja hij z] een soort ja een soort standaard hij staat ergens op dat is inderdaad wat handiger","00:00:59.587",59587,"00:01:04.497",64497
"153154","1.1_ref",1,"1",1,"ref",9,"B","A","lijkt het een trofee?","00:01:03.094",63094,"00:01:04.244",64244
"153154","1.1_ref",1,"1",1,"ref",9,"B","A","of is het een vierkant waar die op staat?","00:01:04.307",64307,"00:01:06.167",66167
"153154","1.1_ref",1,"1",1,"ref",9,"B","B","uh ja het is een beetje ovaalvormig zoiets ik weet niet zo goed hoe je zoiets uitlegt maar daa] zoiets staat die op","00:01:06.479",66479,"00:01:11.459",71459
"153154","1.1_ref",1,"1",1,"ref",9,"B","A","oké ja","00:01:08.801",68801,"00:01:10.075",70075
"153154","1.1_ref",1,"1",1,"ref",9,"B","A","en het heeft een soort van vierkant een soort van neus erbovenop heeft het een puntmuts op?","00:01:10.268",70268,"00:01:14.639",74639
"153154","1.1_ref",1,"1",1,"ref",9,"B","B","nee nee nee nee nee nee het is het het komt een klein rondje bovenuit","00:01:14.576",74576,"00:01:18.177",78177
"153154","1.1_ref",1,"1",1,"ref",9,"B","A","oké","00:01:15.321",75321,"00:01:15.947",75947
"153154","1.1_ref",1,"1",1,"ref",9,"B","A","huhuh","00:01:18.022",78022,"00:01:18.705",78705
"153154","1.1_ref",1,"1",1,"ref",9,"B","B","en aan de andere kant komt er dan een soort ja lepeltje ik vind het allemaal kopjes maar *laugh* komt een soort lepeltjes *breath* dingetje bovenuit","00:01:18.357",78357,"00:01:25.275",85275
"153154","1.1_ref",1,"1",1,"ref",9,"B","A","oké en zit er aan de linkse kant zit er een soort van uh ding en aan de onderkant zit er inderdaad een soort van rechtopding en inderdaad een lepeltje ja is","00:01:24.270",84270,"00:01:32.074",92074
"153154","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:01:27.016",87016,"00:01:27.703",87703
"153154","1.1_ref",1,"1",1,"ref",9,"B","B","arm","00:01:27.850",87850,"00:01:28.302",88302
"153154","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:01:29.824",89824,"00:01:30.340",90340
"153154","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:01:31.708",91708,"00:01:32.313",92313
"153154","1.1_ref",1,"1",1,"ref",9,"B","A","ik denk dat ik weet welke je bedoelt","00:01:32.406",92406,"00:01:33.827",93827
"153154","1.1_ref",1,"1",1,"ref",9,"B","B","oké top","00:01:33.761",93761,"00:01:34.537",94537
"153154","1.1_ref",1,"1",1,"ref",9,"B","A","um dat is #dertien#","00:01:34.451",94451,"00:01:36.221",96221
"153154","1.1_loc",1,"1",2,"loc",9,"B","B","bij mij staat die als die als je helemaal in het midden kijkt zowel van boven als van opzij","00:01:39.789",99789,"00:01:44.645",104645
"153154","1.1_loc",1,"1",2,"loc",9,"B","A","huhuh","00:01:42.840",102840,"00:01:43.390",103390
"153154","1.1_loc",1,"1",2,"loc",9,"B","A","hmhm","00:01:43.840",103840,"00:01:44.506",104506
"153154","1.1_loc",1,"1",2,"loc",9,"B","B","uh helemaal in het midden eentje naar beneden","00:01:44.703",104703,"00:01:47.130",107130
"153154","1.1_loc",1,"1",2,"loc",9,"B","A","um ja als we zo'n kruis maken inderdaad","00:01:47.816",107816,"00:01:51.197",111197
"153154","1.1_loc",1,"1",2,"loc",9,"B","B","ja","00:01:50.392",110392,"00:01:50.867",110867
"153154","1.1_loc",1,"1",2,"loc",9,"B","A","en dan staat er net een heel klein beetje boven rechts van staat er nog eentje","00:01:51.383",111383,"00:01:54.932",114932
"153154","1.1_loc",1,"1",2,"loc",9,"B","A","en een heel klein beetje links eronder staat er ook eentje is dat bij jou hetzelfde geval of staan ze bij jou op andere plekken?","00:01:55.206",115206,"00:01:59.923",119923
"153154","1.1_loc",1,"1",2,"loc",9,"B","B","ik denk dat ze op andere plekken zullen staan maar ik heb er wel degene er rechts van dat is heel moeilijk want het staat tegenover elkaar","00:01:59.644",119644,"00:02:06.650",126650
"153154","1.1_loc",1,"1",2,"loc",9,"B","A","om te kijken hoe de oriëntatie is","00:02:00.182",120182,"00:02:01.916",121916
"153154","1.1_loc",1,"1",2,"loc",9,"B","A","ja er zou onder de onder degene die we nu hebben zou er nog eentje passen zeg maar maximaal","00:02:05.101",125101,"00:02:09.133",129133
"153154","1.1_loc",1,"1",2,"loc",9,"B","B","ja","00:02:08.495",128495,"00:02:08.788",128788
"153154","1.1_loc",1,"1",2,"loc",9,"B","B","ja precies","00:02:08.849",128849,"00:02:09.406",129406
"153154","1.1_loc",1,"1",2,"loc",9,"B","B","ja","00:02:09.429",129429,"00:02:09.607",129607
"153154","1.1_loc",1,"1",2,"loc",9,"B","A","en verder zit die ongeveer in het midden ja dan denk ik dat we dezelfde plek hebben","00:02:09.610",129610,"00:02:12.500",132500
"153154","1.1_loc",1,"1",2,"loc",9,"B","B","oh ze staan inderdaad helemaal niet op dezelfde hoogtes en zo","00:02:10.654",130654,"00:02:13.471",133471
"153154","1.1_loc",1,"1",2,"loc",9,"B","B","oh zie ik nu net","00:02:13.538",133538,"00:02:14.358",134358
"153154","1.1_loc",1,"1",2,"loc",9,"B","A","ja","00:02:14.003",134003,"00:02:14.655",134655
"153154","1.1_loc",1,"1",2,"loc",9,"B","B","ja nee dan denk ik dat ook","00:02:14.617",134617,"00:02:15.850",135850
"153154","1.1_loc",1,"1",2,"loc",9,"B","A","dan hebben we denk ik dezelfde dezelfde plek dat was uh uh geel geloof ik hè? ja","00:02:15.760",135760,"00:02:20.730",140730
"153154","1.1_loc",1,"1",2,"loc",9,"B","B","ja","00:02:20.647",140647,"00:02:21.243",141243
"153154","1.2_ref",1,"2",3,"ref",6,"A","A","oké bij mij heb ik er eentje uh met een uh een vierkantje het uh lijkt een beetje op een poppetje wat een soort van lans vasthoudt met een soort van zuignap erop een stokje aan de rechtse","00:02:24.557",144557,"00:02:34.267",154267
"153154","1.2_ref",1,"2",3,"ref",6,"A","A","kant heeft die die","00:02:34.267",154267,"00:02:35.257",155257
"153154","1.2_ref",1,"2",3,"ref",6,"A","A","er zit","00:02:35.894",155894,"00:02:36.440",156440
"153154","1.2_ref",1,"2",3,"ref",6,"A","B","met een met een vierkantje zei je?","00:02:35.939",155939,"00:02:37.464",157464
"153154","1.2_ref",1,"2",3,"ref",6,"A","A","ja ik waar mijn vierkant omheen zit","00:02:37.259",157259,"00:02:39.281",159281
"153154","1.2_ref",1,"2",3,"ref",6,"A","B","oh uh als een soort rokje","00:02:39.387",159387,"00:02:41.238",161238
"153154","1.2_ref",1,"2",3,"ref",6,"A","A","uh nee nee nee we hebben de basisvorm dat is een soort van kopje","00:02:41.302",161302,"00:02:44.776",164776
"153154","1.2_ref",1,"2",3,"ref",6,"A","B","ja","00:02:44.589",164589,"00:02:45.180",165180
"153154","1.2_ref",1,"2",3,"ref",6,"A","A","maar aan de bovenkant komt er inderdaad weer een soort van lepeltje uit zoals jij dat net omschreef","00:02:45.062",165062,"00:02:48.936",168936
"153154","1.2_ref",1,"2",3,"ref",6,"A","B","ja","00:02:48.423",168423,"00:02:48.990",168990
"153154","1.2_ref",1,"2",3,"ref",6,"A","A","en dan zit er aan de voorkant aan de rechtse zijkant zit eerst een soort van eivorm met daardoorheen een vierkante staaf met daaromheen met daar aan het uiteinde weer een soort van cirkeltje","00:02:49.169",169169,"00:02:58.160",178160
"153154","1.2_ref",1,"2",3,"ref",6,"A","A","voor mij lijkt het een beetje op zo'n zuignap net als bij zo'n um pijl en boog uh dingetje die je zo weg kon schieten vroeger","00:02:58.546",178546,"00:03:04.471",184471
"153154","1.2_ref",1,"2",3,"ref",6,"A","B","hmhm ik snap wat je bedoe] ja","00:03:05.187",185187,"00:03:07.314",187314
"153154","1.2_ref",1,"2",3,"ref",6,"A","A","snap je wat ik daarmee bedoel te zeggen?","00:03:05.722",185722,"00:03:07.324",187324
"153154","1.2_ref",1,"2",3,"ref",6,"A","B","oh ja","00:03:07.826",187826,"00:03:08.719",188719
