"pair","trial","round","trial_nr","trial_id","task","target","director","participant","speech","onset","onset_msec","offset","offset_msec"
"047048","1.1_ref",1,"1",1,"ref",9,"B","B","ha ik heb het rode vierkant","00:00:11.365",11365,"00:00:13.229",13229
"047048","1.1_ref",1,"1",1,"ref",9,"B","A","oké nou vertel","00:00:12.990",12990,"00:00:14.643",14643
"047048","1.1_ref",1,"1",1,"ref",9,"B","B","uh hij lijkt een beetje op Pinokkio","00:00:14.442",14442,"00:00:16.074",16074
"047048","1.1_ref",1,"1",1,"ref",9,"B","B","met zo'n uh","00:00:16.820",16820,"00:00:17.848",17848
"047048","1.1_ref",1,"1",1,"ref",9,"B","A","oh met een lange neus","00:00:17.136",17136,"00:00:18.319",18319
"047048","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:00:18.018",18018,"00:00:18.392",18392
"047048","1.1_ref",1,"1",1,"ref",9,"B","A","oké","00:00:18.470",18470,"00:00:19.207",19207
"047048","1.1_ref",1,"1",1,"ref",9,"B","A","um heeft die twee van die dingen op zijn hoof] op zijn?","00:00:19.747",19747,"00:00:24.695",24695
"047048","1.1_ref",1,"1",1,"ref",9,"B","B","nee uh die andere","00:00:24.799",24799,"00:00:25.890",25890
"047048","1.1_ref",1,"1",1,"ref",9,"B","B","um met een uh soort lepel in uh als het een kopje is heeft die een lepel aan de rechterkant","00:00:26.063",26063,"00:00:30.195",30195
"047048","1.1_ref",1,"1",1,"ref",9,"B","A","oh um heeft die zo'n uh r] uh rond ding aan de zijkant van zijn hoofd?","00:00:32.705",32705,"00:00:37.224",37224
"047048","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:00:36.925",36925,"00:00:37.381",37381
"047048","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:00:37.534",37534,"00:00:37.698",37698
"047048","1.1_ref",1,"1",1,"ref",9,"B","A","nummer #dertien#","00:00:37.978",37978,"00:00:38.980",38980
"047048","1.1_ref",1,"1",1,"ref",9,"B","B","oké volgens mij moet je op de knop drukken dan","00:00:39.810",39810,"00:00:41.341",41341
"047048","1.1_ref",1,"1",1,"ref",9,"B","A","deze?","00:00:41.169",41169,"00:00:41.653",41653
"047048","1.1_loc",1,"1",2,"loc",9,"B","A","oh ja dan (?)","00:00:42.496",42496,"00:00:43.815",43815
