"pair","trial","round","trial_nr","trial_id","task","target","director","participant","speech","onset","onset_msec","offset","offset_msec"
"049050","1.1_ref",1,"1",1,"ref",9,"B","B","oh hij staat bij mij eromheen","00:00:05.233",5233,"00:00:07.032",7032
"049050","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:00:06.290",6290,"00:00:06.883",6883
"049050","1.1_ref",1,"1",1,"ref",9,"B","A","oké","00:00:06.999",6999,"00:00:07.557",7557
"049050","1.1_ref",1,"1",1,"ref",9,"B","B","um *sniff* *smack one's lips* even kijken hoor hij heeft aan de linkerkant zo'n soort van um kleine ronde staaf","00:00:07.725",7725,"00:00:15.511",15511
"049050","1.1_ref",1,"1",1,"ref",9,"B","B","vast aan het midden van de zijkant van het kopje zeg maar","00:00:15.511",15511,"00:00:18.985",18985
"049050","1.1_ref",1,"1",1,"ref",9,"B","A","hmhm","00:00:18.986",18986,"00:00:19.466",19466
"049050","1.1_ref",1,"1",1,"ref",9,"B","B","en dan daarachter zit zie je zeg maar de helft van een cirkel die daaraan vastzit","00:00:19.843",19843,"00:00:24.335",24335
"049050","1.1_ref",1,"1",1,"ref",9,"B","B","en dan daarbovenop nog zit zo'n *breath* soort van uh rond staafachtig dingetje","00:00:24.767",24767,"00:00:31.726",31726
"049050","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:00:30.457",30457,"00:00:31.250",31250
"049050","1.1_ref",1,"1",1,"ref",9,"B","B","en aan de onderkant heeft die nog *breath* uh soort van rond rechthoekige soort van standaardje of zo","00:00:31.870",31870,"00:00:40.563",40563
"049050","1.1_ref",1,"1",1,"ref",9,"B","A","hmhm","00:00:39.936",39936,"00:00:40.552",40552
"049050","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:00:40.953",40953,"00:00:41.355",41355
"049050","1.1_ref",1,"1",1,"ref",9,"B","B","en dat was eigenlijk alles wat die heeft","00:00:41.340",41340,"00:00:44.600",44600
"049050","1.1_ref",1,"1",1,"ref",9,"B","A","ja nee dat uh snap ik wel","00:00:43.296",43296,"00:00:45.173",45173
"049050","1.1_ref",1,"1",1,"ref",9,"B","B","oké","00:00:45.617",45617,"00:00:46.275",46275
"049050","1.1_ref",1,"1",1,"ref",9,"B","A","dus dan uh *laugh*","00:00:45.768",45768,"00:00:47.734",47734
