"pair","trial","round","trial_nr","trial_id","task","target","director","participant","speech","onset","onset_msec","offset","offset_msec"
"039040","1.1_ref",1,"1",1,"ref",9,"B","B","um ik heb het vierkant volgens mij","00:00:07.521",7521,"00:00:09.859",9859
"039040","1.1_ref",1,"1",1,"ref",9,"B","A","hmhm","00:00:09.756",9756,"00:00:10.386",10386
"039040","1.1_ref",1,"1",1,"ref",9,"B","B","het is uh nou ja die basisvorm en dan zit er een halve cirkel achter","00:00:10.484",10484,"00:00:16.055",16055
"039040","1.1_ref",1,"1",1,"ref",9,"B","B","met aan de linkerkant is een soort van armpje wat uitsteekt en dan zit er een soort van omgekeer]","00:00:16.466",16466,"00:00:20.296",20296
"039040","1.1_ref",1,"1",1,"ref",9,"B","A","ja zo'n","00:00:18.818",18818,"00:00:20.424",20424
"039040","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:00:20.601",20601,"00:00:21.130",21130
"039040","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:00:21.152",21152,"00:00:21.651",21651
"039040","1.1_ref",1,"1",1,"ref",9,"B","A","ja die heb ik","00:00:21.991",21991,"00:00:23.031",23031
"039040","1.1_ref",1,"1",1,"ref",9,"B","A","is nummer #dertien#","00:00:23.351",23351,"00:00:25.133",25133
"039040","1.1_ref",1,"1",1,"ref",9,"B","B","k] o]","00:00:23.353",23353,"00:00:24.068",24068
"039040","1.1_ref",1,"1",1,"ref",9,"B","A","moet ik dan op een gele knop drukken hè?","00:00:25.398",25398,"00:00:26.920",26920
"039040","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:00:26.826",26826,"00:00:27.509",27509
"039040","1.1_loc",1,"1",2,"loc",9,"B","A","oké ja","00:00:27.751",27751,"00:00:28.746",28746
"039040","1.1_loc",1,"1",2,"loc",9,"B","B","uh ik zie hem in het midden van het scherm helemaal in het midden en dan onderin","00:00:28.751",28751,"00:00:32.942",32942
"039040","1.1_loc",1,"1",2,"loc",9,"B","A","ja","00:00:31.543",31543,"00:00:32.023",32023
"039040","1.1_loc",1,"1",2,"loc",9,"B","A","ja en zit er een plaatje rechts van?","00:00:33.301",33301,"00:00:35.580",35580
