"pair","trial","round","trial_nr","trial_id","task","target","director","participant","speech","onset","onset_msec","offset","offset_msec"
"041042","1.1_ref",1,"1",1,"ref",9,"B","A","ik denk dat jij het vierkant hebt","00:00:07.639",7639,"00:00:09.232",9232
"041042","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:00:09.165",9165,"00:00:09.593",9593
"041042","1.1_ref",1,"1",1,"ref",9,"B","A","ik wou zeggen ik heb er uh geen","00:00:09.653",9653,"00:00:12.108",12108
"041042","1.1_ref",1,"1",1,"ref",9,"B","B","oké","00:00:11.334",11334,"00:00:12.066",12066
"041042","1.1_ref",1,"1",1,"ref",9,"B","B","um *breath* oké het is een kommetje en daarachter zit een cirkel aan vastgeplakt","00:00:13.171",13171,"00:00:20.134",20134
"041042","1.1_ref",1,"1",1,"ref",9,"B","A","um","00:00:21.625",21625,"00:00:22.898",22898
"041042","1.1_ref",1,"1",1,"ref",9,"B","B","en dan een steeltje aan de zijkant en aan uh de bovenkant ook één","00:00:22.750",22750,"00:00:26.502",26502
"041042","1.1_ref",1,"1",1,"ref",9,"B","A","een tuutje","00:00:26.639",26639,"00:00:27.305",27305
"041042","1.1_ref",1,"1",1,"ref",9,"B","A","ja ik heb het omschreven als een Pinokkio","00:00:27.387",27387,"00:00:29.774",29774
"041042","1.1_ref",1,"1",1,"ref",9,"B","B","een tuutje","00:00:28.049",28049,"00:00:28.763",28763
"041042","1.1_ref",1,"1",1,"ref",9,"B","A","ziet het er voor jou zo ook uit?","00:00:29.821",29821,"00:00:31.821",31821
"041042","1.1_ref",1,"1",1,"ref",9,"B","B","ja ja zeker","00:00:31.087",31087,"00:00:32.345",32345
"041042","1.1_ref",1,"1",1,"ref",9,"B","A","ja?","00:00:31.833",31833,"00:00:32.150",32150
"041042","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:00:32.471",32471,"00:00:32.872",32872
"041042","1.1_ref",1,"1",1,"ref",9,"B","A","um ja dat is voor mij nummer #dertien#","00:00:32.991",32991,"00:00:37.257",37257
"041042","1.1_ref",1,"1",1,"ref",9,"B","A","dus dan um *breath* ja *breath* dan zeg ik #dertien# en dan druk ik op geel","00:00:39.082",39082,"00:00:45.368",45368
"041042","1.1_loc",1,"1",2,"loc",9,"B","B","oké hij staat als je het midden van het scherm hebt","00:00:48.037",48037,"00:00:50.898",50898
"041042","1.1_loc",1,"1",2,"loc",9,"B","A","hmhm","00:00:50.715",50715,"00:00:51.181",51181
"041042","1.1_loc",1,"1",2,"loc",9,"B","B","uh in het midden onderaan","00:00:51.167",51167,"00:00:53.233",53233
"041042","1.1_loc",1,"1",2,"loc",9,"B","A","ja","00:00:53.462",53462,"00:00:54.043",54043
"041042","1.1_loc",1,"1",2,"loc",9,"B","B","maar niet helemaal onderaan","00:00:54.508",54508,"00:00:56.290",56290
"041042","1.1_loc",1,"1",2,"loc",9,"B","B","zeg maar niet de onderste rij maar net één daarboven","00:00:56.355",56355,"00:00:59.177",59177
"041042","1.1_loc",1,"1",2,"loc",9,"B","A","ja","00:00:57.271",57271,"00:00:57.938",57938
"041042","1.1_loc",1,"1",2,"loc",9,"B","A","j] ja zou er net nog één boven passen","00:00:58.567",58567,"00:01:00.716",60716
"041042","1.1_loc",1,"1",2,"loc",9,"B","A","of zou er net nog één onder passen sorry","00:01:01.325",61325,"00:01:03.789",63789
"041042","1.1_loc",1,"1",2,"loc",9,"B","B","er zou er net nog één onder passen maar dat zou heel krap zijn","00:01:03.025",63025,"00:01:05.488",65488
"041042","1.1_loc",1,"1",2,"loc",9,"B","A","ja","00:01:04.151",64151,"00:01:04.715",64715
"041042","1.1_loc",1,"1",2,"loc",9,"B","A","ja","00:01:05.418",65418,"00:01:05.836",65836
"041042","1.1_loc",1,"1",2,"loc",9,"B","B","dus zeg maar die is het","00:01:05.809",65809,"00:01:07.029",67029
"041042","1.1_loc",1,"1",2,"loc",9,"B","A","ja","00:01:06.886",66886,"00:01:07.329",67329
"041042","1.1_loc",1,"1",2,"loc",9,"B","A","dan uh ja *breath* denk ik dat die uh op dezelfde positie staat dus dan uh ga ik wederom voor geel","00:01:07.534",67534,"00:01:13.407",73407
"041042","1.2_ref",1,"2",3,"ref",6,"A","A","oké ik heb nu um *breath* nu *sounds of the microphone*","00:01:15.826",75826,"00:01:18.278",78278
"041042","1.2_ref",1,"2",3,"ref",6,"A","A","het rode vierkant uh ik zie er zelf een gezichtje in met een *breath* neus die een neuspiercing heeft dus eigenlijk een schroef door de neus heen","00:01:18.278",78278,"00:01:25.972",85972
"041042","1.2_ref",1,"2",3,"ref",6,"A","A","heeft ook nog een um *smack one's lips* ja een plukje achter op het hoofd","00:01:26.221",86221,"00:01:30.013",90013
"041042","1.2_ref",1,"2",3,"ref",6,"A","B","ja","00:01:30.400",90400,"00:01:31.048",91048
"041042","1.2_ref",1,"2",3,"ref",6,"A","B","ja ik weet welke het is","00:01:31.370",91370,"00:01:32.642",92642
"041042","1.2_ref",1,"2",3,"ref",6,"A","B","dat is deze","00:01:32.786",92786,"00:01:33.430",93430
"041042","1.2_ref",1,"2",3,"ref",6,"A","B","moet ik hem zeggen toch? en dan op geel","00:01:33.657",93657,"00:01:35.348",95348
"041042","1.2_ref",1,"2",3,"ref",6,"A","A","uh ja nummertje inderdaad","00:01:35.318",95318,"00:01:37.347",97347
"041042","1.2_ref",1,"2",3,"ref",6,"A","B","dat is #F#","00:01:37.193",97193,"00:01:38.330",98330
"041042","1.2_loc",1,"2",4,"loc",6,"A","A","um *breath* *smack one's lips* *breath* hij staat bij mij ongeveer um *breath* in de lengte staat die wel ongeveer op de helft","00:01:41.092",101092,"00:01:49.242",109242
"041042","1.2_loc",1,"2",4,"loc",6,"A","A","um in de breedte van het scherm staat die um denk ik op drie vierde","00:01:49.873",109873,"00:01:55.775",115775
"041042","1.2_loc",1,"2",4,"loc",6,"A","B","rechts of links?","00:01:56.087",116087,"00:01:56.990",116990
"041042","1.2_loc",1,"2",4,"loc",6,"A","A","uh aan de rechterkant van het scherm","00:01:56.867",116867,"00:01:58.628",118628
"041042","1.2_loc",1,"2",4,"loc",6,"A","B","dus jij zei in het midden","00:02:00.620",120620,"00:02:02.232",122232
"041042","1.2_loc",1,"2",4,"loc",6,"A","A","ja wel ongeveer in de lengte","00:02:02.677",122677,"00:02:04.559",124559
"041042","1.2_loc",1,"2",4,"loc",6,"A","A","dus in de hoogte zo staat die ongeveer in het midden","00:02:04.581",124581,"00:02:06.679",126679
"041042","1.2_loc",1,"2",4,"loc",6,"A","B","ja","00:02:06.557",126557,"00:02:07.003",127003
"041042","1.2_loc",1,"2",4,"loc",6,"A","A","en in de breedte staat die ongeveer op drie vierde","00:02:07.304",127304,"00:02:10.492",130492
"041042","1.2_loc",1,"2",4,"loc",6,"A","B","dus niet helemaal aan de zijkant","00:02:10.932",130932,"00:02:12.474",132474
"041042","1.2_loc",1,"2",4,"loc",6,"A","A","nee","00:02:12.071",132071,"00:02:12.534",132534
"041042","1.2_loc",1,"2",4,"loc",6,"A","B","oké dan staat die niet op dezelfde plek","00:02:12.973",132973,"00:02:14.938",134938
"041042","1.2_loc",1,"2",4,"loc",6,"A","B","uh want hij staat bij mij helemaal rechts zeg maar","00:02:15.679",135679,"00:02:18.812",138812
"041042","1.2_loc",1,"2",4,"loc",6,"A","A","oké hee]","00:02:18.644",138644,"00:02:19.539",139539
"041042","1.2_loc",1,"2",4,"loc",6,"A","B","dus en bij jou staat hij ongeveer een beetje hier toch?","00:02:18.975",138975,"00:02:20.871",140871
"041042","1.2_loc",1,"2",4,"loc",6,"A","A","ja","00:02:20.524",140524,"00:02:21.081",141081
