"pair","trial","round","trial_nr","trial_id","task","target","director","participant","speech","onset","onset_msec","offset","offset_msec"
"063064","1.1_ref",1,"1",1,"ref",9,"B","B","ik zie een uh zoals alle plaatjes *breath* een blauwe kop","00:00:08.150",8150,"00:00:16.023",16023
"063064","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:00:16.451",16451,"00:00:17.094",17094
"063064","1.1_ref",1,"1",1,"ref",9,"B","B","en daar steekt een soort lepeltje bovenuit aan de rechterkant","00:00:16.570",16570,"00:00:20.235",20235
"063064","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:00:20.153",20153,"00:00:20.526",20526
"063064","1.1_ref",1,"1",1,"ref",9,"B","B","aan de linkerkant bovenin zit een","00:00:20.746",20746,"00:00:22.972",22972
"063064","1.1_ref",1,"1",1,"ref",9,"B","A","zo'n citroentje had ik","00:00:22.745",22745,"00:00:24.280",24280
"063064","1.1_ref",1,"1",1,"ref",9,"B","B","half rondje inderdaad","00:00:23.580",23580,"00:00:25.107",25107
"063064","1.1_ref",1,"1",1,"ref",9,"B","A","ja ja ja oké","00:00:24.373",24373,"00:00:25.710",25710
"063064","1.1_ref",1,"1",1,"ref",9,"B","B","maar er zit ook aan de linkerkant nog een uitstekend balkje","00:00:25.945",25945,"00:00:29.437",29437
"063064","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:00:28.568",28568,"00:00:28.991",28991
"063064","1.1_ref",1,"1",1,"ref",9,"B","A","ja oké","00:00:29.183",29183,"00:00:30.086",30086
"063064","1.1_ref",1,"1",1,"ref",9,"B","A","bij mij is het dan *breath* #dertien#","00:00:30.502",30502,"00:00:32.902",32902
"063064","1.1_loc",1,"1",2,"loc",9,"B","B","en het plaatje staat in het midden van het scherm uh en dan net iets daaronder","00:00:35.653",35653,"00:00:41.352",41352
"063064","1.1_loc",1,"1",2,"loc",9,"B","A","hm onderin","00:00:41.292",41292,"00:00:42.312",42312
"063064","1.1_loc",1,"1",2,"loc",9,"B","A","zo dat bedoel je?","00:00:42.747",42747,"00:00:43.795",43795
"063064","1.1_loc",1,"1",2,"loc",9,"B","A","onderin midden in het scherm?","00:00:43.875",43875,"00:00:44.976",44976
"063064","1.1_loc",1,"1",2,"loc",9,"B","B","ja","00:00:44.920",44920,"00:00:45.431",45431
"063064","1.1_loc",1,"1",2,"loc",9,"B","B","maar niet helemaal onderin net iets naar boven","00:00:45.500",45500,"00:00:47.768",47768
"063064","1.1_loc",1,"1",2,"loc",9,"B","A","er zit er *breath* um links zit er nog één onder","00:00:47.707",47707,"00:00:51.066",51066
"063064","1.1_loc",1,"1",2,"loc",9,"B","B","ja","00:00:51.104",51104,"00:00:51.510",51510
"063064","1.1_loc",1,"1",2,"loc",9,"B","A","en rechts erboven zit er nog één","00:00:52.556",52556,"00:00:55.054",55054
"063064","1.1_loc",1,"1",2,"loc",9,"B","B","ja bijna ernaast maar net iets hoger zit die andere","00:00:54.929",54929,"00:00:57.775",57775
"063064","1.1_loc",1,"1",2,"loc",9,"B","A","oké maar dan dan denk ik dat dat wacht hebben ze allebei een ei?","00:00:58.188",58188,"00:01:02.400",62400
"063064","1.1_loc",1,"1",2,"loc",9,"B","A","soort van","00:01:02.677",62677,"00:01:03.298",63298
"063064","1.1_loc",1,"1",2,"loc",9,"B","B","welke allebei?","00:01:04.058",64058,"00:01:04.941",64941
"063064","1.1_loc",1,"1",2,"loc",9,"B","A","nou die eronder en die erboven","00:01:04.886",64886,"00:01:06.391",66391
"063064","1.1_loc",1,"1",2,"loc",9,"B","B","uh ja","00:01:07.476",67476,"00:01:08.453",68453
"063064","1.1_loc",1,"1",2,"loc",9,"B","A","oké ja dan zitten we op dezelfde denk ik wel","00:01:08.689",68689,"00:01:10.646",70646
"063064","1.1_loc",1,"1",2,"loc",9,"B","A","dus dan moet ik op geel drukken toch?","00:01:11.628",71628,"00:01:13.096",73096
"063064","1.1_loc",1,"1",2,"loc",9,"B","B","ja","00:01:12.959",72959,"00:01:13.222",73222
"063064","1.2_ref",1,"2",3,"ref",6,"A","A","um deze heeft ook zo'n ei","00:01:16.410",76410,"00:01:19.379",79379
"063064","1.2_ref",1,"2",3,"ref",6,"A","A","alleen er zit um een een een balk doorheen zeg maar gestoken","00:01:19.792",79792,"00:01:25.380",85380
"063064","1.2_ref",1,"2",3,"ref",6,"A","B","hmhm","00:01:25.226",85226,"00:01:25.987",85987
