"pair","trial","round","trial_nr","trial_id","task","target","director","participant","speech","onset","onset_msec","offset","offset_msec"
"043044","1.1_ref",1,"1",1,"ref",9,"B","A","jij hebt het vierkant geloof ik","00:00:12.603",12603,"00:00:13.967",13967
"043044","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:00:13.909",13909,"00:00:14.503",14503
"043044","1.1_ref",1,"1",1,"ref",9,"B","B","ja dan moest jij","00:00:14.960",14960,"00:00:16.611",16611
"043044","1.1_ref",1,"1",1,"ref",9,"B","A","nee jij moet dan gaan v] mij gaan vertellen welke het uh","00:00:16.782",16782,"00:00:19.091",19091
"043044","1.1_ref",1,"1",1,"ref",9,"B","B","oh ja tuurlijk sorry","00:00:18.870",18870,"00:00:19.926",19926
"043044","1.1_ref",1,"1",1,"ref",9,"B","A","maakt niet uit","00:00:19.909",19909,"00:00:20.484",20484
"043044","1.1_ref",1,"1",1,"ref",9,"B","B","um nou het is hij heeft een cilinder aan de linkerkant zitten","00:00:21.013",21013,"00:00:27.928",27928
"043044","1.1_ref",1,"1",1,"ref",9,"B","A","zeg het maar","00:00:21.151",21151,"00:00:21.950",21950
"043044","1.1_ref",1,"1",1,"ref",9,"B","A","cilinder aan de linkerkant hmhm","00:00:27.996",27996,"00:00:29.656",29656
"043044","1.1_ref",1,"1",1,"ref",9,"B","B","ja en dan boof] achter aan de achterkant heeft die het lijkt een rondje zitten","00:00:29.749",29749,"00:00:33.984",33984
"043044","1.1_ref",1,"1",1,"ref",9,"B","B","maar je ziet maar de helft","00:00:34.059",34059,"00:00:35.158",35158
"043044","1.1_ref",1,"1",1,"ref",9,"B","A","hmhm","00:00:34.172",34172,"00:00:34.591",34591
"043044","1.1_ref",1,"1",1,"ref",9,"B","A","en een soort sprietje eruit","00:00:35.435",35435,"00:00:36.744",36744
"043044","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:00:36.647",36647,"00:00:37.125",37125
"043044","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:00:37.359",37359,"00:00:37.697",37697
"043044","1.1_ref",1,"1",1,"ref",9,"B","A","ik had die zelf omschreven als een soort glas met een schijfje citroen erop","00:00:38.086",38086,"00:00:41.406",41406
"043044","1.1_ref",1,"1",1,"ref",9,"B","A","omdat het een beetje zo lijkt ka] kan ik hem daarmee vergelijken?","00:00:41.785",41785,"00:00:44.476",44476
"043044","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:00:44.517",44517,"00:00:45.259",45259
"043044","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:00:45.157",45157,"00:00:45.819",45819
"043044","1.1_ref",1,"1",1,"ref",9,"B","B","ja kan wel","00:00:45.402",45402,"00:00:46.396",46396
"043044","1.1_ref",1,"1",1,"ref",9,"B","A","nou dan dan heb ik hem","00:00:45.864",45864,"00:00:47.007",47007
"043044","1.1_ref",1,"1",1,"ref",9,"B","A","dan is het uh #dertien#","00:00:47.292",47292,"00:00:48.945",48945
"043044","1.1_loc",1,"1",2,"loc",9,"B","B","oké um hij staat ongeveer in het midden maar dan wat naar onder","00:00:50.995",50995,"00:00:56.492",56492
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","hmhm","00:00:57.162",57162,"00:00:57.791",57791
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","als die op dezelfde plek staat maar","00:00:57.940",57940,"00:00:59.300",59300
"043044","1.1_loc",1,"1",2,"loc",9,"B","B","ja oh hoe ga je dit uitleggen? um","00:00:59.492",59492,"00:01:02.556",62556
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","hoe had je hem omschreven?","00:01:02.323",62323,"00:01:03.393",63393
"043044","1.1_loc",1,"1",2,"loc",9,"B","B","wat zeg je?","00:01:03.649",63649,"00:01:04.518",64518
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","hoe had je hem omschreven?","00:01:04.510",64510,"00:01:05.624",65624
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","misschien is dat nog een hint","00:01:05.753",65753,"00:01:06.848",66848
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","zeg maar eerder maar ja misschien als je dat niet meer weet dan is het ook niet erg hoor maar","00:01:07.655",67655,"00:01:11.332",71332
"043044","1.1_loc",1,"1",2,"loc",9,"B","B","ja ik had letterlijk opgeschreven cilinder aan de linkerkant","00:01:10.696",70696,"00:01:14.618",74618
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","oh ja","00:01:14.628",74628,"00:01:15.247",75247
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","maar dat is ook eentje met cilinder aan de linkerkant?","00:01:16.364",76364,"00:01:18.236",78236
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","uhuh","00:01:18.867",78867,"00:01:19.669",79669
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","kan je n]","00:01:20.581",80581,"00:01:21.290",81290
"043044","1.1_loc",1,"1",2,"loc",9,"B","B","ja l] linksonder van mij staat een","00:01:20.641",80641,"00:01:23.820",83820
"043044","1.1_loc",1,"1",2,"loc",9,"B","B","f] ja zo'n ding met het lijkt een beetje twee van die armen eentje cilindertje rechts cilindertje links die gebogen is en aan de voorkant zit een recht","00:01:23.820",83820,"00:01:33.044",93044
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","een rechte paal","00:01:33.229",93229,"00:01:34.033",94033
"043044","1.1_loc",1,"1",2,"loc",9,"B","B","ja","00:01:33.977",93977,"00:01:34.374",94374
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","en de w]","00:01:34.683",94683,"00:01:35.318",95318
"043044","1.1_loc",1,"1",2,"loc",9,"B","B","die staat linksonder van mijn plaatje","00:01:34.717",94717,"00:01:36.760",96760
"043044","1.1_loc",1,"1",2,"loc",9,"B","B","uh en rechts van mijn plaatje staat een","00:01:37.931",97931,"00:01:41.626",101626
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","um alleen dan ja ik weet niet of het voor mij d] op dezelfde plek staat dat is een beetje een risico natuurlijk","00:01:40.782",100782,"00:01:46.111",106111
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","want het plaatje waar dus het vierkant om staat kan je daar nog iets meer over zeggen dan alleen de cilinder van?","00:01:46.456",106456,"00:01:50.733",110733
"043044","1.1_loc",1,"1",2,"loc",9,"B","B","zeg maar maar het is toch hetzelfde plaatje die we net hadden beschreven?","00:01:52.760",112760,"00:01:55.371",115371
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","oh is het oh en dan moeten we nu de plaats aangeven","00:01:56.168",116168,"00:01:58.389",118389
"043044","1.1_loc",1,"1",2,"loc",9,"B","B","ja","00:01:57.684",117684,"00:01:58.424",118424
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","oh","00:01:58.667",118667,"00:01:59.806",119806
"043044","1.1_loc",1,"1",2,"loc",9,"B","B","ja ja ja ja","00:01:59.767",119767,"00:02:00.687",120687
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","want je hebt geen vierkant nu","00:02:00.735",120735,"00:02:01.919",121919
"043044","1.1_loc",1,"1",2,"loc",9,"B","B","jawel","00:02:02.131",122131,"00:02:02.609",122609
"043044","1.1_loc",1,"1",2,"loc",9,"B","B","ik heb nu het vierkant dus ik moet jou nu uit gaan leggen waar mijn plaatje staat en of jouw","00:02:02.633",122633,"00:02:06.569",126569
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","oh maar die staat op dezelfde of op dezelfde ah sorry","00:02:05.006",125006,"00:02:08.195",128195
"043044","1.1_loc",1,"1",2,"loc",9,"B","B","ja","00:02:07.464",127464,"00:02:08.199",128199
"043044","1.1_loc",1,"1",2,"loc",9,"B","A","ik dacht dat dat een andere ronde zou zijn","00:02:08.234",128234,"00:02:09.906",129906
