"pair","trial","round","trial_nr","trial_id","task","target","director","participant","speech","onset","onset_msec","offset","offset_msec"
"143144","1.1_ref",1,"1",1,"ref",9,"B","B","oké ik heb het vierkantje","00:00:45.243",45243,"00:00:46.713",46713
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","hmhm","00:00:47.221",47221,"00:00:47.951",47951
"143144","1.1_ref",1,"1",1,"ref",9,"B","B","um ik heb eigenlijk alle poppetjes of afbeeldingen heb ik eigenlijk een beetje gebruikt alsof het gezichtjes zijn","00:00:47.299",47299,"00:00:54.080",54080
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:00:53.895",53895,"00:00:54.546",54546
"143144","1.1_ref",1,"1",1,"ref",9,"B","B","dus um waar het rode vierkantje nu omheen staat is voor mij de Pinokkio zonder armen","00:00:54.858",54858,"00:00:59.927",59927
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","nja","00:00:59.868",59868,"00:01:01.210",61210
"143144","1.1_ref",1,"1",1,"ref",9,"B","B","um het is een uh nou ja blauw kopje zeg maar","00:01:01.094",61094,"00:01:05.344",65344
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:01:05.070",65070,"00:01:05.771",65771
"143144","1.1_ref",1,"1",1,"ref",9,"B","B","met naar links kijkend","00:01:05.374",65374,"00:01:07.422",67422
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","naar links kijkend","00:01:07.841",67841,"00:01:09.105",69105
"143144","1.1_ref",1,"1",1,"ref",9,"B","B","met een lange","00:01:08.004",68004,"00:01:08.790",68790
"143144","1.1_ref",1,"1",1,"ref",9,"B","B","voor mij naar links","00:01:09.477",69477,"00:01:10.634",70634
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:01:10.302",70302,"00:01:10.817",70817
"143144","1.1_ref",1,"1",1,"ref",9,"B","B","uh je hebt namelijk ook naar rechts kijkend en dat noem ik dan de uh ding met met arm ja de Pinokkio met arm en je hebt Pinokkio zonder arm","00:01:11.341",71341,"00:01:18.241",78241
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","met die arm","00:01:14.644",74644,"00:01:15.704",75704
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:01:15.953",75953,"00:01:16.423",76423
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:01:18.080",78080,"00:01:18.510",78510
"143144","1.1_ref",1,"1",1,"ref",9,"B","B","het beeldje of de afbeelding heeft aan de linkerkant een rond vlak","00:01:18.731",78731,"00:01:24.148",84148
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","j]","00:01:21.120",81120,"00:01:21.740",81740
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","uh hee]","00:01:22.247",82247,"00:01:23.095",83095
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","linkerkant een","00:01:24.089",84089,"00:01:25.496",85496
"143144","1.1_ref",1,"1",1,"ref",9,"B","B","en op het hoofd zeg maar een soort van haartje zitten","00:01:24.270",84270,"00:01:27.352",87352
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","oké wacht even","00:01:27.248",87248,"00:01:28.878",88878
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","aan de linkerkant een rond vlak","00:01:30.481",90481,"00:01:32.748",92748
"143144","1.1_ref",1,"1",1,"ref",9,"B","B","je hebt er dus twee die op elkaar lijken en het is degene dus zonder arm","00:01:31.681",91681,"00:01:35.027",95027
"143144","1.1_ref",1,"1",1,"ref",9,"B","B","f] voor mij dan","00:01:35.161",95161,"00:01:36.463",96463
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","ja wacht even ik kijk even *searching sound*","00:01:36.303",96303,"00:01:39.377",99377
"143144","1.1_ref",1,"1",1,"ref",9,"B","A","twee haartjes en is één haartje een rechthoek en de ander een soort van kegeltje?","00:01:42.007",102007,"00:01:45.894",105894
"143144","1.1_ref",1,"1",1,"ref",9,"B","B","er is maar één haartje zit erop","00:01:46.221",106221,"00:01:48.177",108177
