"pair","trial","round","trial_nr","trial_id","task","target","director","participant","speech","onset","onset_msec","offset","offset_msec"
"123124","1.1_ref",1,"1",1,"ref",9,"B","A","holy shit","00:00:55.610",55610,"00:00:56.298",56298
"123124","1.1_ref",1,"1",1,"ref",9,"B","B","um","00:00:56.521",56521,"00:00:57.536",57536
"123124","1.1_ref",1,"1",1,"ref",9,"B","A","dat zijn er veel meer *laugh*","00:00:57.092",57092,"00:00:58.128",58128
"123124","1.1_ref",1,"1",1,"ref",9,"B","A","jij hebt er één?","00:00:58.349",58349,"00:00:58.955",58955
"123124","1.1_ref",1,"1",1,"ref",9,"B","B","ja ik heb een uh een vierkantje","00:00:59.036",59036,"00:01:01.291",61291
"123124","1.1_ref",1,"1",1,"ref",9,"B","A","(oh)","00:00:59.531",59531,"00:00:59.830",59830
"123124","1.1_ref",1,"1",1,"ref",9,"B","B","uh hoe ga ik hem uitleggen?","00:01:01.736",61736,"00:01:03.466",63466
"123124","1.1_ref",1,"1",1,"ref",9,"B","B","het is in ieder geval een beetje Pinokkio-style","00:01:03.500",63500,"00:01:05.369",65369
"123124","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:01:05.601",65601,"00:01:06.130",66130
"123124","1.1_ref",1,"1",1,"ref",9,"B","B","zo'n een emmertje met een cilindertje","00:01:05.615",65615,"00:01:07.923",67923
"123124","1.1_ref",1,"1",1,"ref",9,"B","B","en dan daarboven nog een soort omgekeerd kegeltje","00:01:08.432",68432,"00:01:11.487",71487
"123124","1.1_ref",1,"1",1,"ref",9,"B","A","omgekeerd kegeltje","00:01:12.288",72288,"00:01:13.626",73626
"123124","1.1_ref",1,"1",1,"ref",9,"B","B","een omgekeerd kegeltje","00:01:13.352",73352,"00:01:14.588",74588
"123124","1.1_ref",1,"1",1,"ref",9,"B","B","um en aan de achterkant zit nog een cirkel","00:01:15.006",75006,"00:01:17.558",77558
"123124","1.1_ref",1,"1",1,"ref",9,"B","B","niet een 3D-cirkel zeg maar gewoon een cirkelvormig dingetje","00:01:17.625",77625,"00:01:20.483",80483
"123124","1.1_ref",1,"1",1,"ref",9,"B","A","uh *breath* ja","00:01:21.648",81648,"00:01:25.574",85574
"123124","1.1_ref",1,"1",1,"ref",9,"B","B","ja?","00:01:25.661",85661,"00:01:26.311",86311
"123124","1.1_ref",1,"1",1,"ref",9,"B","A","denk dat ik het weet","00:01:26.101",86101,"00:01:27.343",87343
"123124","1.1_ref",1,"1",1,"ref",9,"B","A","is het zit h] heeft die onderop een soort sik ook?","00:01:27.725",87725,"00:01:30.404",90404
"123124","1.1_ref",1,"1",1,"ref",9,"B","A","of niet?","00:01:30.772",90772,"00:01:31.475",91475
"123124","1.1_ref",1,"1",1,"ref",9,"B","B","uh ja j] hij staat op een soort plateautje een dun smal plateautje","00:01:31.058",91058,"00:01:34.813",94813
"123124","1.1_ref",1,"1",1,"ref",9,"B","A","ja precies en aan de *breath* linkerkant steekt er iets uit","00:01:34.315",94315,"00:01:38.405",98405
"123124","1.1_ref",1,"1",1,"ref",9,"B","B","aan de rech] nou nee aan d] niet echt iets dat aan de zijkant uitsteekt meer omhoog alsof die een soort van *breath* sprietje op zijn hoofd heeft","00:01:39.798",99798,"00:01:47.619",107619
"123124","1.1_ref",1,"1",1,"ref",9,"B","A","alleen een sprietje op zijn hoofd?","00:01:48.730",108730,"00:01:50.060",110060
"123124","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:01:50.300",110300,"00:01:50.764",110764
"123124","1.1_ref",1,"1",1,"ref",9,"B","A","huh?","00:01:51.409",111409,"00:01:51.886",111886
"123124","1.1_ref",1,"1",1,"ref",9,"B","A","echt?","00:01:53.404",113404,"00:01:53.981",113981
"123124","1.1_ref",1,"1",1,"ref",9,"B","A","wacht","00:01:54.231",114231,"00:01:54.753",114753
