"pair","trial","round","trial_nr","trial_id","task","target","director","participant","speech","onset","onset_msec","offset","offset_msec"
"101102","1.1_ref",1,"1",1,"ref",9,"B","A","goed","00:00:07.386",7386,"00:00:08.401",8401
"101102","1.1_ref",1,"1",1,"ref",9,"B","B","oké","00:00:07.511",7511,"00:00:08.165",8165
"101102","1.1_ref",1,"1",1,"ref",9,"B","B","um *breath* het is een er zit een cirkel verstopt achter het kopje","00:00:08.814",8814,"00:00:15.600",15600
"101102","1.1_ref",1,"1",1,"ref",9,"B","B","en er steekt een ding uit","00:00:16.539",16539,"00:00:17.941",17941
"101102","1.1_ref",1,"1",1,"ref",9,"B","B","aan de zijkant en ook aan de bovenkant","00:00:18.292",18292,"00:00:20.485",20485
"101102","1.1_ref",1,"1",1,"ref",9,"B","A","hmhm","00:00:20.507",20507,"00:00:21.561",21561
"101102","1.1_ref",1,"1",1,"ref",9,"B","B","en het ding wat aan de bovenkant uitsteekt is afgerond","00:00:20.558",20558,"00:00:23.120",23120
"101102","1.1_ref",1,"1",1,"ref",9,"B","B","en het ding wat aan de zijkant uitsteekt is gewoon een cilinder","00:00:23.487",23487,"00:00:26.375",26375
"101102","1.1_ref",1,"1",1,"ref",9,"B","A","lijkt het een soort van op een kopje waar een lepel in zit zeg maar?","00:00:27.305",27305,"00:00:30.670",30670
"101102","1.1_ref",1,"1",1,"ref",9,"B","A","en dan met nog een rondje bovenop?","00:00:30.770",30770,"00:00:32.245",32245
"101102","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:00:30.799",30799,"00:00:31.533",31533
"101102","1.1_ref",1,"1",1,"ref",9,"B","B","ja","00:00:31.904",31904,"00:00:32.546",32546
"101102","1.1_ref",1,"1",1,"ref",9,"B","A","oké","00:00:32.856",32856,"00:00:33.531",33531
"101102","1.1_ref",1,"1",1,"ref",9,"B","B","en daarachter zit dus wel een soort plaat f] uh verstopt","00:00:34.764",34764,"00:00:37.590",37590
"101102","1.1_ref",1,"1",1,"ref",9,"B","A","ja","00:00:37.454",37454,"00:00:38.204",38204
"101102","1.1_ref",1,"1",1,"ref",9,"B","B","achter het kopje","00:00:37.653",37653,"00:00:38.558",38558
"101102","1.1_ref",1,"1",1,"ref",9,"B","A","en is de onderkant is die plat?","00:00:38.429",38429,"00:00:39.847",39847
"101102","1.1_ref",1,"1",1,"ref",9,"B","B","ja de onderkant is plat","00:00:40.396",40396,"00:00:41.760",41760
"101102","1.1_ref",1,"1",1,"ref",9,"B","B","hij staat op een soort dingetje het kopje","00:00:42.344",42344,"00:00:44.818",44818
"101102","1.1_ref",1,"1",1,"ref",9,"B","A","ja oké","00:00:43.975",43975,"00:00:45.340",45340
"101102","1.1_ref",1,"1",1,"ref",9,"B","A","dan is het nummer #dertien#","00:00:45.590",45590,"00:00:46.856",46856
"101102","1.1_ref",1,"1",1,"ref",9,"B","A","en op de k] gele knop drukken?","00:00:47.693",47693,"00:00:48.956",48956
"101102","1.1_ref",1,"1",1,"ref",9,"B","B","op de gele knop ja","00:00:48.300",48300,"00:00:49.309",49309
"101102","1.1_ref",1,"1",1,"ref",9,"B","A","oké *click of the computer*","00:00:49.100",49100,"00:00:49.954",49954
"101102","1.1_loc",1,"1",2,"loc",9,"B","B","oké waar die staat um *smack one's lips* oké *breath* hoe beeld je dat uit?","00:00:51.307",51307,"00:00:57.462",57462
"101102","1.1_loc",1,"1",2,"loc",9,"B","B","uh sowieso onderin","00:00:57.965",57965,"00:00:59.660",59660
"101102","1.1_loc",1,"1",2,"loc",9,"B","A","hmhm","00:00:59.841",59841,"00:01:00.391",60391
"101102","1.1_loc",1,"1",2,"loc",9,"B","B","in de buurt onderin heb je drie van die dingen die zo diagonaal zijn","00:01:00.241",60241,"00:01:04.271",64271
"101102","1.1_loc",1,"1",2,"loc",9,"B","A","ik niet *laugh*","00:01:06.375",66375,"00:01:08.861",68861
"101102","1.1_loc",1,"1",2,"loc",9,"B","B","uh","00:01:06.913",66913,"00:01:08.051",68051
"101102","1.1_loc",1,"1",2,"loc",9,"B","A","misschien kun je het scherm uitbeelden en daarop aanwijzen waar die zit?","00:01:09.404",69404,"00:01:12.063",72063
"101102","1.1_loc",1,"1",2,"loc",9,"B","B","ja oké het scherm als dit het scherm is","00:01:10.449",70449,"00:01:12.831",72831
"101102","1.1_loc",1,"1",2,"loc",9,"B","A","ja","00:01:12.358",72358,"00:01:12.926",72926
"101102","1.1_loc",1,"1",2,"loc",9,"B","B","dan zit die hier ongeveer","00:01:13.063",73063,"00:01:14.633",74633
"101102","1.1_loc",1,"1",2,"loc",9,"B","A","zit die in het midden of zit die iets meer naar rechts of naar links?","00:01:15.024",75024,"00:01:17.383",77383
"101102","1.1_loc",1,"1",2,"loc",9,"B","B","in het midden maar best wel heel erg aan de onderkant","00:01:16.897",76897,"00:01:19.549",79549
"101102","1.1_loc",1,"1",2,"loc",9,"B","A","ja","00:01:19.842",79842,"00:01:20.167",80167
"101102","1.1_loc",1,"1",2,"loc",9,"B","A","zit zit er nog iets onder?","00:01:20.200",80200,"00:01:21.100",81100
"101102","1.1_loc",1,"1",2,"loc",9,"B","B","er zit niks onder","00:01:21.576",81576,"00:01:22.611",82611
"101102","1.1_loc",1,"1",2,"loc",9,"B","A","oké","00:01:23.160",83160,"00:01:23.560",83560
"101102","1.1_loc",1,"1",2,"loc",9,"B","A","maar zit die gelijk tegen de onderkant aan of zit er nog wel ruimte voor nog een figuur onder zeg maar?","00:01:23.660",83660,"00:01:27.649",87649
"101102","1.1_loc",1,"1",2,"loc",9,"B","B","er zit nog precies ruimte voor één figuur onder","00:01:26.493",86493,"00:01:28.948",88948
